data,canal,consentimento,month,year
2020-02-01,App,0,2,2020
2020-02-01,App,0,2,2020
2020-02-01,App,0,2,2020
2020-02-01,App,0,2,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,1,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-03-01,App,0,3,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,1,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-04-01,App,0,4,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,1,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-05-01,App,0,5,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,1,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-06-01,App,0,6,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,1,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-07-01,App,0,7,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,1,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-08-01,App,0,8,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,1,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-09-01,App,0,9,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,1,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-10-01,App,0,10,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,1,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-11-01,App,0,11,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,1,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2020-12-01,App,0,12,2020
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,1,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-01-01,App,0,1,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,1,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-02-01,App,0,2,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
2021-03-01,App,1,3,2021
